,ltp,exchange,segment,prod_type,symbol,buy_amount,previous_close,average_price,cf_sell_amount,client_id,v_login_id,token,actual_average_buy_price,average_buy_price,product,trading_symbol,instrument_token,pro_cli,multiplier,buy_quantity,cf_sell_quantity,close_price,sell_amount,sell_quantity,cf_buy_amount,actual_average_sell_price,average_sell_price,realized_mtm,net_quantity,net_amount_mtm,actual_cf_buy_amount,cf_buy_quantity,actual_cf_sell_amount
0,60.0,BFO,,NRML,SENSEX,0.0,88.6,88.6,2679.0,6DIT02,6DIT02,889299,0.0,0.0,NRML,SENSEX25N0686000CE,889299,CLIENT,1,0,60,88.6,0.0,0,0.0,0.0,0.0,0.0,-60,2679.0,0.0,0,0.0
