,LoginID,ClientID,AppOrderID,OrderReferenceID,GeneratedBy,ExchangeOrderID,OrderCategoryType,ExchangeSegment,ExchangeInstrumentID,OrderSide,OrderType,ProductType,TimeInForce,OrderPrice,OrderQuantity,OrderStopPrice,OrderStatus,OrderAverageTradedPrice,LeavesQuantity,CumulativeQuantity,OrderDisclosedQuantity,OrderGeneratedDateTime,ExchangeTransactTime,TradingSymbol,LastUpdateDateTime,OrderExpiryDate,CancelRejectReason,OrderUniqueIdentifier,OrderLegStatus,BoLegDetails,IsSpread,BoEntryOrderId,ApiOrderSource,MessageCode,MessageVersion,TokenID,ApplicationType,SequenceNumber,Instrument,Expiry
83,ITC2317,ITC2317,1210085834,,TWS,1760514453853677491,NORMAL,BSEFO,874271,BUY,Limit,NRML,EOS,135.15,300,0,Filled,135.15,0,300,0,15-10-2025 13:21:39,15-10-2025 13:21:40,SENSEX 16OCT2025 PE 82600,15-10-2025 13:21:40,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
84,ITC2317,ITC2317,1210085847,,TWS,1760513884823596340,NORMAL,BSEFO,875615,SELL,Limit,NRML,EOS,5.55,300,0,Filled,5.55,0,300,0,15-10-2025 13:22:05,15-10-2025 13:22:05,SENSEX 16OCT2025 PE 80000,15-10-2025 13:22:05,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
85,ITC2317,ITC2317,1210085849,,TWS,1760514218580693460,NORMAL,BSEFO,875626,SELL,Limit,NRML,EOS,3.6,300,0,Filled,3.6,0,300,0,15-10-2025 13:22:10,15-10-2025 13:22:11,SENSEX 16OCT2025 CE 84000,15-10-2025 13:22:10,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
86,ITC2317,ITC2317,1210086185,,TWS,1760514755697410799,NORMAL,BSEFO,873724,BUY,Limit,NRML,EOS,6.2,1000,0,Filled,6.2,0,1000,0,15-10-2025 13:28:56,15-10-2025 13:28:57,SENSEX 16OCT2025 CE 83600,15-10-2025 13:28:57,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
87,ITC2317,ITC2317,1210086186,,TWS,1760514755697410802,NORMAL,BSEFO,873724,BUY,Limit,NRML,EOS,6.2,1000,0,Filled,6.2,0,1000,0,15-10-2025 13:28:56,15-10-2025 13:28:57,SENSEX 16OCT2025 CE 83600,15-10-2025 13:28:57,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
88,ITC2317,ITC2317,1210086187,,TWS,1760514755697410803,NORMAL,BSEFO,873724,BUY,Limit,NRML,EOS,6.2,600,0,Filled,6.2,0,600,0,15-10-2025 13:28:56,15-10-2025 13:28:57,SENSEX 16OCT2025 CE 83600,15-10-2025 13:28:57,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
89,ITC2317,ITC2317,1210086190,,TWS,1760514663843795264,NORMAL,BSEFO,875626,SELL,Limit,NRML,EOS,3.65,1000,0,Filled,3.65,0,1000,0,15-10-2025 13:29:02,15-10-2025 13:29:02,SENSEX 16OCT2025 CE 84000,15-10-2025 13:29:02,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
90,ITC2317,ITC2317,1210086191,,TWS,1760514663843795265,NORMAL,BSEFO,875626,SELL,Limit,NRML,EOS,3.65,1000,0,Filled,3.65,0,1000,0,15-10-2025 13:29:02,15-10-2025 13:29:02,SENSEX 16OCT2025 CE 84000,15-10-2025 13:29:02,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
91,ITC2317,ITC2317,1210086192,,TWS,1760514663843795266,NORMAL,BSEFO,875626,SELL,Limit,NRML,EOS,3.65,600,0,Filled,3.65,0,600,0,15-10-2025 13:29:02,15-10-2025 13:29:02,SENSEX 16OCT2025 CE 84000,15-10-2025 13:29:02,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
95,ITC2317,ITC2317,1210086322,,TWS,1760515061962326076,NORMAL,BSEFO,875626,BUY,Limit,NRML,EOS,3.7,1000,0,Filled,3.7,0,1000,0,15-10-2025 13:30:21,15-10-2025 13:30:21,SENSEX 16OCT2025 CE 84000,15-10-2025 13:30:21,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
96,ITC2317,ITC2317,1210086323,,TWS,1760515061962326079,NORMAL,BSEFO,875626,BUY,Limit,NRML,EOS,3.7,1000,0,Filled,3.7,0,1000,0,15-10-2025 13:30:21,15-10-2025 13:30:21,SENSEX 16OCT2025 CE 84000,15-10-2025 13:30:21,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
97,ITC2317,ITC2317,1210086324,,TWS,1760515061962326083,NORMAL,BSEFO,875626,BUY,Limit,NRML,EOS,3.7,600,0,Filled,3.7,0,600,0,15-10-2025 13:30:21,15-10-2025 13:30:21,SENSEX 16OCT2025 CE 84000,15-10-2025 13:30:21,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
98,ITC2317,ITC2317,1210086328,,TWS,1760514755697534308,NORMAL,BSEFO,873724,SELL,Limit,NRML,EOS,5.95,1000,0,Filled,5.95,0,1000,0,15-10-2025 13:30:26,15-10-2025 13:30:26,SENSEX 16OCT2025 CE 83600,15-10-2025 13:30:26,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
99,ITC2317,ITC2317,1210086329,,TWS,1760514755697534309,NORMAL,BSEFO,873724,SELL,Limit,NRML,EOS,5.95,1000,0,Filled,5.95,0,1000,0,15-10-2025 13:30:26,15-10-2025 13:30:26,SENSEX 16OCT2025 CE 83600,15-10-2025 13:30:26,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
100,ITC2317,ITC2317,1210086330,,TWS,1760514755697534319,NORMAL,BSEFO,873724,SELL,Limit,NRML,EOS,5.95,600,0,Filled,5.95,0,600,0,15-10-2025 13:30:26,15-10-2025 13:30:26,SENSEX 16OCT2025 CE 83600,15-10-2025 13:30:26,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
101,ITC2317,ITC2317,1210086352,,TWS,1760514528370960519,NORMAL,BSEFO,874620,BUY,Limit,NRML,EOS,6.8,1000,0,Filled,6.75,0,1000,0,15-10-2025 13:30:52,15-10-2025 13:30:52,SENSEX 16OCT2025 PE 80500,15-10-2025 13:30:52,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
102,ITC2317,ITC2317,1210086353,,TWS,1760514528370960525,NORMAL,BSEFO,874620,BUY,Limit,NRML,EOS,6.8,1000,0,Filled,6.78,0,1000,0,15-10-2025 13:30:52,15-10-2025 13:30:52,SENSEX 16OCT2025 PE 80500,15-10-2025 13:30:52,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
103,ITC2317,ITC2317,1210086354,,TWS,1760514528370960534,NORMAL,BSEFO,874620,BUY,Limit,NRML,EOS,6.8,600,0,Filled,6.8,0,600,0,15-10-2025 13:30:52,15-10-2025 13:30:52,SENSEX 16OCT2025 PE 80500,15-10-2025 13:30:52,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
104,ITC2317,ITC2317,1210086363,,TWS,1760515090359109722,NORMAL,BSEFO,875615,SELL,Limit,NRML,EOS,5.6,1000,0,Filled,5.6,0,1000,0,15-10-2025 13:31:01,15-10-2025 13:31:02,SENSEX 16OCT2025 PE 80000,15-10-2025 13:31:01,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
105,ITC2317,ITC2317,1210086364,,TWS,1760515090359109729,NORMAL,BSEFO,875615,SELL,Limit,NRML,EOS,5.6,1000,0,Filled,5.6,0,1000,0,15-10-2025 13:31:01,15-10-2025 13:31:02,SENSEX 16OCT2025 PE 80000,15-10-2025 13:31:01,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
106,ITC2317,ITC2317,1210086365,,TWS,1760515090359109730,NORMAL,BSEFO,875615,SELL,Limit,NRML,EOS,5.6,600,0,Filled,5.6,0,600,0,15-10-2025 13:31:01,15-10-2025 13:31:02,SENSEX 16OCT2025 PE 80000,15-10-2025 13:31:01,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
107,ITC2317,ITC2317,1210090363,,TWS,1760520655789860376,NORMAL,BSEFO,875438,BUY,Limit,NRML,EOS,235.0,1000,0,Filled,223.315,0,1000,0,15-10-2025 15:05:19,15-10-2025 15:05:20,SENSEX 16OCT2025 PE 82700,15-10-2025 15:05:19,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
108,ITC2317,ITC2317,1210090364,,TWS,1760520655789860379,NORMAL,BSEFO,875438,BUY,Limit,NRML,EOS,235.0,100,0,Filled,223.37,0,100,0,15-10-2025 15:05:19,15-10-2025 15:05:20,SENSEX 16OCT2025 PE 82700,15-10-2025 15:05:19,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
109,ITC2317,ITC2317,1210090367,,TWS,1760520831923296155,NORMAL,BSEFO,874271,SELL,Limit,NRML,EOS,168.0,1000,0,Filled,168.649,0,1000,0,15-10-2025 15:05:25,15-10-2025 15:05:26,SENSEX 16OCT2025 PE 82600,15-10-2025 15:05:25,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
110,ITC2317,ITC2317,1210090368,,TWS,1760520831923296156,NORMAL,BSEFO,874271,SELL,Limit,NRML,EOS,168.0,100,0,Filled,168.55,0,100,0,15-10-2025 15:05:25,15-10-2025 15:05:26,SENSEX 16OCT2025 PE 82600,15-10-2025 15:05:25,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
111,ITC2317,ITC2317,1210091508,,TWS,1760521198159707469,NORMAL,BSEFO,874271,BUY,Limit,NRML,EOS,132.0,1000,0,Filled,131.944,0,1000,0,15-10-2025 15:14:28,15-10-2025 15:14:29,SENSEX 16OCT2025 PE 82600,15-10-2025 15:14:29,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
112,ITC2317,ITC2317,1210091509,,TWS,1760521198159707471,NORMAL,BSEFO,874271,BUY,Limit,NRML,EOS,132.0,100,0,Filled,132,0,100,0,15-10-2025 15:14:28,15-10-2025 15:14:29,SENSEX 16OCT2025 PE 82600,15-10-2025 15:14:29,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
113,ITC2317,ITC2317,1210091514,,TWS,1760521357205312651,NORMAL,BSEFO,875438,SELL,Limit,NRML,EOS,177.0,1000,0,Filled,177,0,1000,0,15-10-2025 15:14:35,15-10-2025 15:14:36,SENSEX 16OCT2025 PE 82700,15-10-2025 15:14:36,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
114,ITC2317,ITC2317,1210091515,,TWS,1760521357205312654,NORMAL,BSEFO,875438,SELL,Limit,NRML,EOS,177.0,100,0,Filled,177,0,100,0,15-10-2025 15:14:35,15-10-2025 15:14:36,SENSEX 16OCT2025 PE 82700,15-10-2025 15:14:36,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
120,ITC2317,ITC2317,1210091541,,TWS,1760521409931223361,NORMAL,BSEFO,874620,BUY,Limit,NRML,EOS,6.2,1000,0,Filled,6.2,0,1000,0,15-10-2025 15:16:00,15-10-2025 15:16:01,SENSEX 16OCT2025 PE 80500,15-10-2025 15:16:00,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
121,ITC2317,ITC2317,1210091542,,TWS,1760521409931223377,NORMAL,BSEFO,874620,BUY,Limit,NRML,EOS,6.2,500,0,Filled,6.2,0,500,0,15-10-2025 15:16:00,15-10-2025 15:16:01,SENSEX 16OCT2025 PE 80500,15-10-2025 15:16:00,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
122,ITC2317,ITC2317,1210091564,,TWS,1760521172700762948,NORMAL,BSEFO,873802,SELL,Limit,NRML,EOS,74.0,1000,0,Filled,75.965,0,1000,0,15-10-2025 15:16:20,15-10-2025 15:16:21,SENSEX 16OCT2025 PE 82400,15-10-2025 15:16:20,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
123,ITC2317,ITC2317,1210091565,,TWS,1760521172700762973,NORMAL,BSEFO,873802,SELL,Limit,NRML,EOS,74.0,100,0,Filled,75.97,0,100,0,15-10-2025 15:16:20,15-10-2025 15:16:21,SENSEX 16OCT2025 PE 82400,15-10-2025 15:16:20,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
124,ITC2317,ITC2317,1210091574,,TWS,1760521172700779250,NORMAL,BSEFO,873802,SELL,Limit,NRML,EOS,76.0,400,0,Filled,76.8,0,400,0,15-10-2025 15:16:28,15-10-2025 15:16:28,SENSEX 16OCT2025 PE 82400,15-10-2025 15:16:28,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
125,ITC2317,ITC2317,1210093087,,TWS,1760522143021152160,NORMAL,BSEFO,874620,BUY,Limit,NRML,EOS,7.0,600,0,Filled,6.895,0,600,0,15-10-2025 15:29:10,15-10-2025 15:29:10,SENSEX 16OCT2025 PE 80500,15-10-2025 15:29:10,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
126,ITC2317,ITC2317,1210093097,,TWS,1760521695814585794,NORMAL,BSEFO,873802,SELL,Limit,NRML,EOS,75.0,600,0,Filled,76.93,0,600,0,15-10-2025 15:29:15,15-10-2025 15:29:16,SENSEX 16OCT2025 PE 82400,15-10-2025 15:29:16,01-01-1970 00:00:00,,,SingleOrderLeg,0,False,,,9004,4,0,0,0,SENSEX,2025-10-16
